sample_index,y_value
0,-0.14000000059604645
1,-0.17000000178813934
2,-0.15000000596046448
3,-0.1599999964237213
4,-0.1599999964237213
5,-0.15000000596046448
6,-0.1599999964237213
7,-0.12999999523162842
8,-0.15000000596046448
9,-0.14000000059604645
10,-0.1599999964237213
11,-0.14000000059604645
12,-0.1599999964237213
13,-0.17000000178813934
14,-0.17000000178813934
15,-0.1899999976158142
16,-0.17000000178813934
17,-0.18000000715255737
18,-0.15000000596046448
19,-0.14000000059604645
20,-0.14000000059604645
21,-0.14000000059604645
22,-0.14000000059604645
23,-0.15000000596046448
24,-0.14000000059604645
25,-0.14000000059604645
26,-0.14000000059604645
27,-0.1599999964237213
28,-0.17000000178813934
29,-0.1599999964237213
30,-0.15000000596046448
31,-0.15000000596046448
32,-0.1599999964237213
33,-0.18000000715255737
34,-0.1599999964237213
35,-0.14000000059604645
36,-0.14000000059604645
37,-0.14000000059604645
38,-0.14000000059604645
39,-0.14000000059604645
40,-0.1599999964237213
41,-0.14000000059604645
42,-0.18000000715255737
43,-0.15000000596046448
44,-0.18000000715255737
45,-0.17000000178813934
46,-0.15000000596046448
47,-0.14000000059604645
48,-0.1599999964237213
49,-0.12999999523162842
50,-0.14000000059604645
51,-0.14000000059604645
52,-0.14000000059604645
53,-0.15000000596046448
54,-0.15000000596046448
55,-0.1599999964237213
56,-0.18000000715255737
57,-0.15000000596046448
58,-0.18000000715255737
59,-0.14000000059604645
60,-0.1599999964237213
61,-0.15000000596046448
62,-0.1599999964237213
63,-0.15000000596046448
64,-0.12999999523162842
65,-0.15000000596046448
66,-0.15000000596046448
67,-0.17000000178813934
68,-0.15000000596046448
69,-0.17000000178813934
70,-0.14000000059604645
71,-0.14000000059604645
72,-0.1599999964237213
73,-0.17000000178813934
74,-0.14000000059604645
75,-0.1599999964237213
76,-0.11999999731779099
77,-0.15000000596046448
78,-0.1599999964237213
79,-0.14000000059604645
80,-0.14000000059604645
81,-0.15000000596046448
82,-0.15000000596046448
83,-0.17000000178813934
84,-0.18000000715255737
85,-0.1599999964237213
86,-0.15000000596046448
87,-0.1599999964237213
88,-0.14000000059604645
89,-0.1599999964237213
90,-0.14000000059604645
91,-0.14000000059604645
92,-0.15000000596046448
93,-0.14000000059604645
94,-0.15000000596046448
95,-0.1599999964237213
96,-0.15000000596046448
97,-0.15000000596046448
98,-0.17000000178813934
99,-0.15000000596046448
100,-0.17000000178813934
101,-0.1599999964237213
102,-0.17000000178813934
103,-0.14000000059604645
104,-0.1599999964237213
105,-0.14000000059604645
106,-0.14000000059604645
107,-0.15000000596046448
108,-0.1599999964237213
109,-0.1599999964237213
110,-0.17000000178813934
111,-0.15000000596046448
112,-0.15000000596046448
113,-0.15000000596046448
114,-0.15000000596046448
115,-0.17000000178813934
116,-0.14000000059604645
117,-0.15000000596046448
118,-0.15000000596046448
119,-0.1599999964237213
120,-0.15000000596046448
121,-0.14000000059604645
122,-0.14000000059604645
123,-0.15000000596046448
124,-0.15000000596046448
125,-0.17000000178813934
126,-0.14000000059604645
127,-0.15000000596046448
128,-0.1599999964237213
129,-0.15000000596046448
130,-0.1599999964237213
131,-0.12999999523162842
132,-0.15000000596046448
133,-0.12999999523162842
134,-0.15000000596046448
135,-0.14000000059604645
136,-0.14000000059604645
137,-0.14000000059604645
138,-0.14000000059604645
139,-0.1599999964237213
140,-0.15000000596046448
141,-0.1899999976158142
142,-0.15000000596046448
143,-0.1599999964237213
144,-0.14000000059604645
145,-0.14000000059604645
146,-0.15000000596046448
147,-0.17000000178813934
148,-0.17000000178813934
149,-0.17000000178813934
150,-0.14000000059604645
151,-0.14000000059604645
152,-0.15000000596046448
153,-0.1599999964237213
154,-0.1599999964237213
155,-0.1599999964237213
156,-0.17000000178813934
157,-0.17000000178813934
158,-0.12999999523162842
159,-0.14000000059604645
160,-0.14000000059604645
161,-0.14000000059604645
162,-0.15000000596046448
163,-0.15000000596046448
164,-0.14000000059604645
165,-0.15000000596046448
166,-0.1599999964237213
167,-0.15000000596046448
168,-0.14000000059604645
169,-0.15000000596046448
170,-0.15000000596046448
171,-0.1599999964237213
172,-0.14000000059604645
173,-0.15000000596046448
174,-0.15000000596046448
175,-0.15000000596046448
176,-0.14000000059604645
177,-0.14000000059604645
178,-0.12999999523162842
179,-0.14000000059604645
180,-0.1599999964237213
181,-0.15000000596046448
182,-0.1599999964237213
183,-0.18000000715255737
184,-0.14000000059604645
185,-0.10999999940395355
186,-0.14000000059604645
187,-0.1599999964237213
188,-0.14000000059604645
189,-0.11999999731779099
190,-0.1599999964237213
191,-0.17000000178813934
192,-0.15000000596046448
193,-0.15000000596046448
194,-0.1599999964237213
195,-0.11999999731779099
196,-0.14000000059604645
197,-0.14000000059604645
198,-0.1599999964237213
199,-0.14000000059604645
200,-0.14000000059604645
201,-0.1599999964237213
202,-0.14000000059604645
203,-0.1599999964237213
204,-0.1599999964237213
205,-0.14000000059604645
206,-0.14000000059604645
207,-0.1599999964237213
208,-0.14000000059604645
209,-0.12999999523162842
210,-0.15000000596046448
211,-0.14000000059604645
212,-0.1599999964237213
213,-0.15000000596046448
214,-0.15000000596046448
215,-0.14000000059604645
216,-0.14000000059604645
217,-0.15000000596046448
218,-0.15000000596046448
219,-0.15000000596046448
220,-0.15000000596046448
221,-0.14000000059604645
222,-0.15000000596046448
223,-0.14000000059604645
224,-0.14000000059604645
225,-0.14000000059604645
226,-0.15000000596046448
227,-0.1599999964237213
228,-0.15000000596046448
229,-0.1599999964237213
230,-0.12999999523162842
231,-0.14000000059604645
232,-0.14000000059604645
233,-0.14000000059604645
234,-0.18000000715255737
235,-0.17000000178813934
236,-0.1599999964237213
237,-0.15000000596046448
238,-0.15000000596046448
239,-0.17000000178813934
240,-0.14000000059604645
241,-0.14000000059604645
242,-0.1599999964237213
243,-0.14000000059604645
244,-0.15000000596046448
245,-0.14000000059604645
246,-0.18000000715255737
247,-0.17000000178813934
248,-0.1599999964237213
249,-0.1599999964237213
250,-0.15000000596046448
251,-0.14000000059604645
252,-0.1599999964237213
253,-0.15000000596046448
254,-0.11999999731779099
255,-0.14000000059604645
256,-0.17000000178813934
257,-0.14000000059604645
258,-0.1599999964237213
259,-0.15000000596046448
260,-0.1599999964237213
261,-0.1599999964237213
262,-0.14000000059604645
263,-0.15000000596046448
264,-0.17000000178813934
265,-0.15000000596046448
266,-0.15000000596046448
267,-0.1599999964237213
268,-0.15000000596046448
269,-0.14000000059604645
270,-0.15000000596046448
271,-0.14000000059604645
272,-0.14000000059604645
273,-0.15000000596046448
274,-0.17000000178813934
275,-0.15000000596046448
276,-0.15000000596046448
277,-0.15000000596046448
278,-0.1599999964237213
279,-0.17000000178813934
280,-0.15000000596046448
281,-0.15000000596046448
282,-0.1599999964237213
283,-0.17000000178813934
284,-0.15000000596046448
285,-0.15000000596046448
286,-0.14000000059604645
287,-0.1599999964237213
288,-0.14000000059604645
289,-0.15000000596046448
290,-0.15000000596046448
291,-0.17000000178813934
292,-0.14000000059604645
293,-0.1599999964237213
294,-0.17000000178813934
295,-0.1599999964237213
296,-0.14000000059604645
297,-0.15000000596046448
298,-0.15000000596046448
299,-0.15000000596046448
300,-0.15000000596046448
301,-0.15000000596046448
302,-0.15000000596046448
303,-0.14000000059604645
304,-0.1599999964237213
305,-0.15000000596046448
306,-0.14000000059604645
307,-0.14000000059604645
308,-0.17000000178813934
309,-0.1599999964237213
310,-0.18000000715255737
311,-0.1599999964237213
312,-0.1599999964237213
313,-0.1599999964237213
314,-0.17000000178813934
315,-0.15000000596046448
316,-0.15000000596046448
317,-0.14000000059604645
318,-0.15000000596046448
319,-0.14000000059604645
320,-0.1599999964237213
321,-0.14000000059604645
322,-0.1599999964237213
323,-0.1599999964237213
324,-0.14000000059604645
325,-0.15000000596046448
326,-0.12999999523162842
327,-0.1599999964237213
328,-0.15000000596046448
329,-0.18000000715255737
330,-0.17000000178813934
331,-0.15000000596046448
332,-0.1599999964237213
333,-0.15000000596046448
334,-0.1899999976158142
335,-0.18000000715255737
336,-0.18000000715255737
337,-0.12999999523162842
338,-0.14000000059604645
339,-0.18000000715255737
340,-0.15000000596046448
341,-0.14000000059604645
342,-0.11999999731779099
343,-0.10999999940395355
344,-0.14000000059604645
345,-0.18000000715255737
346,-0.1599999964237213
347,-0.14000000059604645
348,-0.11999999731779099
349,-0.14000000059604645
350,-0.23999999463558197
351,-0.25
352,-0.20999999344348907
353,-0.14000000059604645
354,-0.10000000149011612
355,-0.15000000596046448
356,-0.1599999964237213
357,-0.10000000149011612
358,-0.10000000149011612
359,-0.05999999865889549
360,-0.17000000178813934
361,-0.1899999976158142
362,-0.20999999344348907
363,-0.1599999964237213
364,-0.14000000059604645
365,-0.1599999964237213
366,-0.18000000715255737
367,-0.18000000715255737
368,-0.17000000178813934
369,-0.1599999964237213
370,-0.14000000059604645
371,-0.1599999964237213
372,-0.14000000059604645
373,-0.17000000178813934
374,-0.15000000596046448
375,-0.12999999523162842
376,-0.14000000059604645
377,-0.17000000178813934
378,-0.15000000596046448
379,-0.1599999964237213
380,-0.1599999964237213
381,-0.14000000059604645
382,-0.17000000178813934
383,-0.1599999964237213
384,-0.17000000178813934
385,-0.10999999940395355
386,-0.12999999523162842
387,-0.12999999523162842
388,-0.15000000596046448
389,-0.15000000596046448
390,-0.14000000059604645
391,-0.14000000059604645
392,-0.14000000059604645
393,-0.18000000715255737
394,-0.1899999976158142
395,-0.15000000596046448
396,-0.14000000059604645
397,-0.14000000059604645
398,-0.12999999523162842
399,-0.1599999964237213
400,-0.1899999976158142
401,-0.1599999964237213
402,-0.15000000596046448
403,-0.14000000059604645
404,-0.12999999523162842
405,-0.14000000059604645
406,-0.12999999523162842
407,-0.14000000059604645
408,-0.12999999523162842
409,-0.12999999523162842
410,-0.17000000178813934
411,-0.17000000178813934
412,-0.1599999964237213
413,-0.14000000059604645
414,-0.1599999964237213
415,-0.1599999964237213
416,-0.1599999964237213
417,-0.1599999964237213
418,-0.1599999964237213
419,-0.15000000596046448
420,-0.14000000059604645
421,-0.12999999523162842
422,-0.14000000059604645
423,-0.14000000059604645
424,-0.17000000178813934
425,-0.14000000059604645
426,-0.1899999976158142
427,-0.1599999964237213
428,-0.1899999976158142
429,-0.15000000596046448
430,-0.1599999964237213
431,-0.1599999964237213
432,-0.14000000059604645
433,-0.1599999964237213
434,-0.15000000596046448
435,-0.14000000059604645
436,-0.1599999964237213
437,-0.1599999964237213
438,-0.1599999964237213
439,-0.14000000059604645
440,-0.15000000596046448
441,-0.1599999964237213
442,-0.15000000596046448
443,-0.14000000059604645
444,-0.12999999523162842
445,-0.15000000596046448
446,-0.12999999523162842
447,-0.14000000059604645
448,-0.14000000059604645
449,-0.1599999964237213
450,-0.1599999964237213
451,-0.14000000059604645
452,-0.14000000059604645
453,-0.15000000596046448
454,-0.14000000059604645
455,-0.1599999964237213
456,-0.15000000596046448
457,-0.14000000059604645
458,-0.15000000596046448
459,-0.15000000596046448
460,-0.15000000596046448
461,-0.1599999964237213
462,-0.17000000178813934
463,-0.15000000596046448
464,-0.14000000059604645
465,-0.12999999523162842
466,-0.12999999523162842
467,-0.1599999964237213
468,-0.15000000596046448
469,-0.1599999964237213
470,-0.1599999964237213
471,-0.18000000715255737
472,-0.17000000178813934
473,-0.1599999964237213
474,-0.15000000596046448
475,-0.14000000059604645
476,-0.15000000596046448
477,-0.11999999731779099
478,-0.14000000059604645
479,-0.17000000178813934
480,-0.1599999964237213
481,-0.1599999964237213
482,-0.14000000059604645
483,-0.15000000596046448
484,-0.15000000596046448
485,-0.15000000596046448
486,-0.15000000596046448
487,-0.14000000059604645
488,-0.1599999964237213
489,-0.15000000596046448
490,-0.18000000715255737
491,-0.17000000178813934
492,-0.12999999523162842
493,-0.15000000596046448
494,-0.15000000596046448
495,-0.1599999964237213
496,-0.12999999523162842
497,-0.14000000059604645
498,-0.14000000059604645
499,-0.14000000059604645
500,-0.15000000596046448
501,-0.15000000596046448
502,-0.14000000059604645
503,-0.14000000059604645
504,-0.14000000059604645
505,-0.1599999964237213
506,-0.14000000059604645
507,-0.15000000596046448
508,-0.14000000059604645
509,-0.14000000059604645
510,-0.15000000596046448
511,-0.18000000715255737
512,-0.15000000596046448
513,-0.15000000596046448
514,-0.15000000596046448
515,-0.15000000596046448
516,-0.1599999964237213
517,-0.1599999964237213
518,-0.15000000596046448
519,-0.15000000596046448
520,-0.14000000059604645
521,-0.1599999964237213
522,-0.1599999964237213
523,-0.1599999964237213
524,-0.15000000596046448
525,-0.14000000059604645
526,-0.12999999523162842
527,-0.15000000596046448
528,-0.1599999964237213
529,-0.15000000596046448
530,-0.1599999964237213
531,-0.1599999964237213
532,-0.1599999964237213
533,-0.14000000059604645
534,-0.15000000596046448
535,-0.12999999523162842
536,-0.12999999523162842
537,-0.14000000059604645
538,-0.17000000178813934
539,-0.17000000178813934
540,-0.15000000596046448
541,-0.1599999964237213
542,-0.1599999964237213
543,-0.14000000059604645
544,-0.15000000596046448
545,-0.11999999731779099
546,-0.17000000178813934
547,-0.15000000596046448
548,-0.15000000596046448
549,-0.14000000059604645
550,-0.1599999964237213
551,-0.14000000059604645
552,-0.14000000059604645
553,-0.15000000596046448
554,-0.15000000596046448
555,-0.17000000178813934
556,-0.14000000059604645
557,-0.14000000059604645
558,-0.15000000596046448
559,-0.15000000596046448
560,-0.11999999731779099
561,-0.17000000178813934
562,-0.15000000596046448
563,-0.14000000059604645
564,-0.14000000059604645
565,-0.17000000178813934
566,-0.1599999964237213
567,-0.12999999523162842
568,-0.14000000059604645
569,-0.14000000059604645
570,-0.12999999523162842
571,-0.1599999964237213
572,-0.12999999523162842
573,-0.14000000059604645
574,-0.17000000178813934
575,-0.1599999964237213
576,-0.1599999964237213
577,-0.15000000596046448
578,-0.1599999964237213
579,-0.1599999964237213
580,-0.17000000178813934
581,-0.15000000596046448
582,-0.15000000596046448
583,-0.1599999964237213
584,-0.14000000059604645
585,-0.1599999964237213
586,-0.1599999964237213
587,-0.1599999964237213
588,-0.14000000059604645
589,-0.15000000596046448
590,-0.15000000596046448
591,-0.1599999964237213
592,-0.1599999964237213
593,-0.15000000596046448
594,-0.1599999964237213
595,-0.14000000059604645
596,-0.14000000059604645
597,-0.14000000059604645
598,-0.12999999523162842
599,-0.14000000059604645
600,-0.15000000596046448
601,-0.15000000596046448
602,-0.1599999964237213
603,-0.15000000596046448
604,-0.17000000178813934
605,-0.1599999964237213
606,-0.17000000178813934
607,-0.15000000596046448
608,-0.15000000596046448
609,-0.14000000059604645
610,-0.15000000596046448
611,-0.15000000596046448
612,-0.15000000596046448
613,-0.14000000059604645
614,-0.15000000596046448
615,-0.1599999964237213
616,-0.1599999964237213
617,-0.18000000715255737
618,-0.1599999964237213
619,-0.1599999964237213
620,-0.15000000596046448
621,-0.15000000596046448
622,-0.17000000178813934
623,-0.17000000178813934
624,-0.11999999731779099
625,-0.14000000059604645
626,-0.14000000059604645
627,-0.15000000596046448
628,-0.12999999523162842
629,-0.14000000059604645
630,-0.1599999964237213
631,-0.1599999964237213
632,-0.1899999976158142
633,-0.1899999976158142
634,-0.14000000059604645
635,-0.18000000715255737
636,-0.18000000715255737
637,-0.15000000596046448
638,-0.10000000149011612
639,-0.14000000059604645
640,-0.1899999976158142
641,-0.1899999976158142
642,-0.1899999976158142
643,-0.10999999940395355
644,-0.10999999940395355
645,-0.11999999731779099
646,-0.17000000178813934
647,-0.17000000178813934
648,-0.15000000596046448
649,-0.14000000059604645
650,-0.14000000059604645
651,-0.14000000059604645
652,-0.20000000298023224
653,-0.20999999344348907
654,-0.20999999344348907
655,-0.12999999523162842
656,-0.11999999731779099
657,-0.1599999964237213
658,-0.14000000059604645
659,-0.1599999964237213
660,-0.10000000149011612
661,-0.12999999523162842
662,-0.15000000596046448
663,-0.15000000596046448
664,-0.14000000059604645
665,-0.15000000596046448
666,-0.17000000178813934
667,-0.18000000715255737
668,-0.1899999976158142
669,-0.17000000178813934
670,-0.10999999940395355
671,-0.10999999940395355
672,-0.14000000059604645
673,-0.1899999976158142
674,-0.20000000298023224
675,-0.14000000059604645
676,-0.09000000357627869
677,-0.10999999940395355
678,-0.18000000715255737
679,-0.1899999976158142
680,-0.15000000596046448
681,-0.12999999523162842
682,-0.14000000059604645
683,-0.18000000715255737
684,-0.20000000298023224
685,-0.15000000596046448
686,-0.11999999731779099
687,-0.05000000074505806
688,-0.10000000149011612
689,-0.20000000298023224
690,-0.20999999344348907
691,-0.20000000298023224
692,-0.14000000059604645
693,-0.15000000596046448
694,-0.17000000178813934
695,-0.1899999976158142
696,-0.1599999964237213
697,-0.10999999940395355
698,-0.10000000149011612
699,-0.12999999523162842
700,-0.15000000596046448
701,-0.15000000596046448
702,-0.14000000059604645
703,-0.1599999964237213
704,-0.18000000715255737
705,-0.1899999976158142
706,-0.20000000298023224
707,-0.1599999964237213
708,-0.14000000059604645
709,-0.12999999523162842
710,-0.1599999964237213
711,-0.14000000059604645
712,-0.10999999940395355
713,-0.12999999523162842
714,-0.11999999731779099
715,-0.14000000059604645
716,-0.15000000596046448
717,-0.1599999964237213
718,-0.15000000596046448
719,-0.1599999964237213
720,-0.20000000298023224
721,-0.17000000178813934
722,-0.1599999964237213
723,-0.14000000059604645
724,-0.1599999964237213
725,-0.1599999964237213
726,-0.14000000059604645
727,-0.14000000059604645
728,-0.15000000596046448
729,-0.15000000596046448
730,-0.17000000178813934
731,-0.15000000596046448
732,-0.15000000596046448
733,-0.15000000596046448
734,-0.1599999964237213
735,-0.1899999976158142
736,-0.1599999964237213
737,-0.14000000059604645
738,-0.12999999523162842
739,-0.1599999964237213
740,-0.14000000059604645
741,-0.1599999964237213
742,-0.15000000596046448
743,-0.14000000059604645
744,-0.15000000596046448
745,-0.1599999964237213
746,-0.17000000178813934
747,-0.1599999964237213
748,-0.15000000596046448
749,-0.1599999964237213
750,-0.14000000059604645
751,-0.18000000715255737
752,-0.17000000178813934
753,-0.14000000059604645
754,-0.14000000059604645
755,-0.14000000059604645
756,-0.15000000596046448
757,-0.15000000596046448
758,-0.1599999964237213
759,-0.1599999964237213
760,-0.14000000059604645
761,-0.14000000059604645
762,-0.14000000059604645
763,-0.1599999964237213
764,-0.15000000596046448
765,-0.15000000596046448
766,-0.14000000059604645
767,-0.15000000596046448
768,-0.14000000059604645
769,-0.15000000596046448
770,-0.15000000596046448
771,-0.14000000059604645
772,-0.14000000059604645
773,-0.17000000178813934
774,-0.17000000178813934
775,-0.15000000596046448
776,-0.14000000059604645
777,-0.15000000596046448
778,-0.17000000178813934
779,-0.1599999964237213
780,-0.15000000596046448
781,-0.14000000059604645
782,-0.15000000596046448
783,-0.14000000059604645
784,-0.14000000059604645
785,-0.15000000596046448
786,-0.15000000596046448
787,-0.1599999964237213
788,-0.1599999964237213
789,-0.1599999964237213
790,-0.15000000596046448
791,-0.14000000059604645
792,-0.1599999964237213
793,-0.15000000596046448
794,-0.1599999964237213
795,-0.17000000178813934
796,-0.17000000178813934
797,-0.15000000596046448
798,-0.1599999964237213
799,-0.1599999964237213
800,-0.15000000596046448
801,-0.14000000059604645
802,-0.14000000059604645
803,-0.15000000596046448
804,-0.15000000596046448
805,-0.15000000596046448
806,-0.1599999964237213
807,-0.15000000596046448
808,-0.14000000059604645
809,-0.15000000596046448
810,-0.1599999964237213
811,-0.1599999964237213
812,-0.1599999964237213
813,-0.15000000596046448
814,-0.14000000059604645
815,-0.14000000059604645
816,-0.1599999964237213
817,-0.14000000059604645
818,-0.14000000059604645
819,-0.14000000059604645
820,-0.15000000596046448
821,-0.14000000059604645
822,-0.15000000596046448
823,-0.14000000059604645
824,-0.14000000059604645
825,-0.17000000178813934
826,-0.1599999964237213
827,-0.15000000596046448
828,-0.1599999964237213
829,-0.1599999964237213
830,-0.15000000596046448
831,-0.17000000178813934
832,-0.17000000178813934
833,-0.15000000596046448
834,-0.1599999964237213
835,-0.15000000596046448
836,-0.14000000059604645
837,-0.14000000059604645
838,-0.1599999964237213
839,-0.14000000059604645
840,-0.11999999731779099
841,-0.15000000596046448
842,-0.15000000596046448
843,-0.12999999523162842
844,-0.1599999964237213
845,-0.15000000596046448
846,-0.15000000596046448
847,-0.17000000178813934
848,-0.12999999523162842
849,-0.1599999964237213
850,-0.15000000596046448
851,-0.17000000178813934
852,-0.14000000059604645
853,-0.1599999964237213
854,-0.14000000059604645
855,-0.15000000596046448
856,-0.15000000596046448
857,-0.15000000596046448
858,-0.14000000059604645
859,-0.12999999523162842
860,-0.12999999523162842
861,-0.15000000596046448
862,-0.15000000596046448
863,-0.17000000178813934
864,-0.12999999523162842
865,-0.15000000596046448
866,-0.14000000059604645
867,-0.15000000596046448
868,-0.18000000715255737
869,-0.15000000596046448
870,-0.15000000596046448
871,-0.12999999523162842
872,-0.14000000059604645
873,-0.15000000596046448
874,-0.15000000596046448
875,-0.15000000596046448
876,-0.15000000596046448
877,-0.11999999731779099
878,-0.11999999731779099
879,-0.14000000059604645
880,-0.18000000715255737
881,-0.14000000059604645
882,-0.14000000059604645
883,-0.17000000178813934
884,-0.1899999976158142
885,-0.12999999523162842
886,-0.15000000596046448
887,-0.23000000417232513
888,-0.20000000298023224
889,-0.2199999988079071
890,-0.18000000715255737
891,-0.17000000178813934
892,-0.11999999731779099
893,-0.10000000149011612
894,-0.12999999523162842
895,-0.12999999523162842
896,-0.07000000029802322
897,-0.10000000149011612
898,-0.10999999940395355
899,-0.17000000178813934
900,-0.14000000059604645
901,-0.14000000059604645
902,-0.14000000059604645
903,-0.17000000178813934
904,-0.23999999463558197
905,-0.20999999344348907
906,-0.18000000715255737
907,-0.14000000059604645
908,-0.1599999964237213
909,-0.10000000149011612
910,-0.10999999940395355
911,-0.09000000357627869
912,-0.09000000357627869
913,-0.09000000357627869
914,-0.14000000059604645
915,-0.17000000178813934
916,-0.1599999964237213
917,-0.18000000715255737
918,-0.14000000059604645
919,-0.18000000715255737
920,-0.1599999964237213
921,-0.17000000178813934
922,-0.17000000178813934
923,-0.17000000178813934
924,-0.15000000596046448
925,-0.14000000059604645
926,-0.1599999964237213
927,-0.15000000596046448
928,-0.12999999523162842
929,-0.15000000596046448
930,-0.11999999731779099
931,-0.15000000596046448
932,-0.14000000059604645
933,-0.14000000059604645
934,-0.15000000596046448
935,-0.1599999964237213
936,-0.1599999964237213
937,-0.18000000715255737
938,-0.17000000178813934
939,-0.18000000715255737
940,-0.18000000715255737
941,-0.14000000059604645
942,-0.12999999523162842
943,-0.15000000596046448
944,-0.17000000178813934
945,-0.1599999964237213
946,-0.17000000178813934
947,-0.1599999964237213
948,-0.15000000596046448
949,-0.14000000059604645
950,-0.12999999523162842
951,-0.14000000059604645
952,-0.14000000059604645
953,-0.14000000059604645
954,-0.15000000596046448
955,-0.17000000178813934
956,-0.17000000178813934
957,-0.1899999976158142
958,-0.18000000715255737
959,-0.18000000715255737
960,-0.1599999964237213
961,-0.1599999964237213
962,-0.1599999964237213
963,-0.15000000596046448
964,-0.14000000059604645
965,-0.17000000178813934
966,-0.17000000178813934
967,-0.15000000596046448
968,-0.15000000596046448
969,-0.17000000178813934
970,-0.15000000596046448
971,-0.1599999964237213
972,-0.11999999731779099
973,-0.11999999731779099
974,-0.14000000059604645
975,-0.12999999523162842
976,-0.12999999523162842
977,-0.14000000059604645
978,-0.15000000596046448
979,-0.12999999523162842
980,-0.12999999523162842
981,-0.14000000059604645
982,-0.15000000596046448
983,-0.17000000178813934
984,-0.18000000715255737
985,-0.15000000596046448
986,-0.17000000178813934
987,-0.1899999976158142
988,-0.17000000178813934
989,-0.15000000596046448
990,-0.14000000059604645
991,-0.14000000059604645
992,-0.1599999964237213
993,-0.17000000178813934
994,-0.17000000178813934
995,-0.17000000178813934
996,-0.1599999964237213
997,-0.14000000059604645
998,-0.14000000059604645
999,-0.1599999964237213
